tweet,sentiment,latitude,longitude,airline,timezone
@AmericanAir you can tweet but not call! You're like a bad boyfriend!,negative,34.09822952,-118.34307851,American,Eastern Time (US & Canada)
.@AmericanAir @TyWinter it's really the small things--the details--that make an excellent experience or a really irritating one.,positive,41.97629096,-87.89888444,American,Central Time (US & Canada)
@AmericanAir 6 hours to get backs back after being sat on a plane for 4 hours to have flight Cancelled Flightled with only one small drink,negative,52.51012486,-2.98098622,American,London
@AmericanAir you need to have a look at your handling of flight 106 and 104. Company of yours size should have protocols in place to help,negative,52.51012488,-2.98098624,American,London
@AmericanAir back in UK now no thanks to your staff that wouldn't me or the other passengers stranded. Just laughed at us,negative,52.51012533,-2.98099904,American,London
"@AmericanAir followed. I tried to @USAirways record locator number, gave me an error code",negative,32.78951797,-96.79891462,American,Eastern Time (US & Canada)
@AmericanAir flight Cancelled Flightled and was trying to reschedule but 800 number just says to call back,negative,39.60813937,-105.9548521,American,Central Time (US & Canada)
@AmericanAir would it be possible to change my flight on your website? Many thanks,neutral,10.42269832,-75.54540857,American,Greenland
@americanair why am I not being given a callback option??! Why has this service been turned off?,negative,34.10971017,-118.32188864,American,Eastern Time (US & Canada)
@AmericanAir the flight I'm trying to change is in 4 hours and I've been trying to reach an agent for 72 now. THIS IS UNBELIEVABLE.,negative,34.10909961,-118.32361693,American,Eastern Time (US & Canada)
@AmericanAir your staff at JFK airport are discussing the way we we're left stranded,negative,52.51022081,-2.98091961,American,London
"@AmericanAir as of now, will do my best to never fly w/ #AmericanAirlines ever again. Y'all have made this a day to remember.",negative,33.43064352,-112.04521474,American,Central Time (US & Canada)
@AmericanAir what response? Is our flight out of Montrose Cancelled Flightled or not?,negative,37.93712278,-107.81800496,American,Quito
@AmericanAir yes. Just sayin' that was a particularly poorly handled situation.,negative,41.97326595,-87.90025691,American,Central Time (US & Canada)
@AmericanAir Could have voided the ticket since it was &gt; 24hrs since Flight Booking Problems. Are you going to waive the fees? Still can't get through.,negative,37.77414482,-122.43628588,American,Pacific Time (US & Canada)
@AmericanAir there is two hour wait,negative,37.93644673,-107.81832713,American,Quito
@AmericanAir can't get thru to anyone on phone,negative,37.93609081,-107.81826687,American,Quito
@AmericanAir record locator oaaret got email we couldn't be rebooked but got no notification flight was Cancelled Flightled,negative,37.93885695,-107.82069276,American,Quito
@AmericanAir #oaaret is our flight Cancelled Flightled?,neutral,37.93882337,-107.82065521,American,Quito
@AmericanAir @RLDelahunty record l#oaaret got email we couldn't get rescheduled on another flight but don't know if flight is Cancelled Flightled,negative,37.93663309,-107.81820588,American,Quito
@AmericanAir how do I redeem a travel voucher for a flight if I can't reach a travel agent by phone? My hold expires in 24 hours,negative,44.98157837,-93.23592187,American,Eastern Time (US & Canada)
@AmericanAir worst experience ever. @VirginAmerica all the way!,negative,33.9424707,-118.4066671,American,Alaska
@AmericanAir I've witnessed a manager named Denise yell at 2 different customers with my same issue. #rude,negative,33.9424834,-118.4066885,American,Alaska
@AmericanAir #horriblecustomerservice # rudestaff # incompetentmanagers,negative,33.9424824,-118.4066757,American,Alaska
"@AmericanAir it would be awfully nice if you could send an alert when my flight is Cancelled Flighted. No text, no email, no love...",negative,35.09721018,-89.89624696,American,Central Time (US & Canada)
@AmericanAir I do not need an apology. I need you to fix it in a competent manner.,negative,33.9424793,-118.4066936,American,Alaska
@AmericanAir I need to be back home tomorrow and no one is helping me. Please help me rebook for a flight tomorrow!,negative,32.79397552,-96.80477419,American,Eastern Time (US & Canada)
@AmericanAir my flight 1106 was Cancelled Flightled and I need to get back to Cleveland. What are my options?,negative,32.79401294,-96.80478711,American,Eastern Time (US & Canada)
@AmericanAir Can I get some assistance? Flight Cancelled Flightled (today) from PHX to DFW. Not that I'm hating. But my job is concerned,negative,33.55192892,-112.07392397,American,Central Time (US & Canada)
"@AmericanAir I understand a bit of a wait, but I called at 6:23 pm and didn't get a call back until just after 11:00 pm, that's not cool",negative,42.205996,-83.35487329,American,Central Time (US & Canada)
"“@AmericanAir: @mwangbickler We apologize for your frustrations, Michael. Have you been rebooked?” -got call back after 10 hours. Bad.",negative,47.62581201,-122.3501506,American,Pacific Time (US & Canada)
"@AmericanAir @Active_Aly thx. We have already been on the iberia website, and seat reservation is unavailable. Hopefully we can call them.",negative,25.8058716,-80.1255332,American,Eastern Time (US & Canada)
@AmericanAir .. UMM hello?,neutral,27.69523415,-97.34856142,American,Eastern Time (US & Canada)
"@AmericanAir , I was told my flights 2516 &amp; 2244 was Cancelled Flightled. But I don't seem to have any date/time changes. I've been waiting for a call",negative,27.69540747,-97.34836874,American,Eastern Time (US & Canada)
@AmericanAir this has happens so many times. It's just upsetting to see how poorly an airline treats their customers,negative,33.40901961,-111.90976239,American,Arizona
@AmericanAir thanks,positive,35.2376587,-80.92256446,American,Mountain Time (US & Canada)
"@AmericanAir our ft 1261 TUS/DFW (w/cx to LGA) tomorrow Cancelled Flighted,  4 hrs so far waiting for call back. What should we do? Need to get to nyc",negative,40.67072447,-73.97727422,American,Eastern Time (US & Canada)
@AmericanAir ok no worries. Thanks for the straight story. It's appreciated.,positive,33.94207019,-118.39427775,American,Eastern Time (US & Canada)
@AmericanAir that luggage you forgot...#mia.....he just won an oscar😄💝💝💝,negative,30.0555099,-95.165959,American,Eastern Time (US & Canada)
@AmericanAir it's been 2 hrs of wait on the phone a) worst customer services b) trying to know where my suitcase Is and way MORE 😤#ANGRY,negative,43.6950263,-79.3457844,American,Quito
@AmericanAir ticks me off.,negative,21.32879526,-157.91846558,American,Central Time (US & Canada)
@americanair line of 100+ people to rebook at MIA now. Virtual hold on rebook line just hangs up during call back. http://t.co/Upaz1eF3Dl,negative,25.7977857,-80.2809721,American,Atlantic Time (Canada)
"@AmericanAir I already landed! But, if you still care it was 1891. Thanks for the help though!, do you k ow what caused the failure?",neutral,30.2772503,-81.38732586,American,Central Time (US & Canada)
@AmericanAir Great - thank you.,positive,30.33730037,-97.74637026,American,Central Time (US & Canada)
@AmericanAir plz kys I have been sitting in this plane for an hour I want to leave,negative,39.85437802,-104.67127565,American,Arizona
"@AmericanAir on plane for JFK-&gt;SFO, been sitting here for 1.5 hours waiting for push crew, how is this acceptable?",negative,40.64859599,-73.79426922,American,Eastern Time (US & Canada)
"@AmericanAir we're on AA1401 landed at 8:55pm in Miami, but waiting for a gate. Can someone on your team help us out?!",negative,25.79939784,-80.27038889,American,Eastern Time (US & Canada)
@AmericanAir DM sent. Answer me please,neutral,35.23776431,-80.92233988,American,Mountain Time (US & Canada)
"@AmericanAir I really want to get home. Tonight, preferably. Please stop delaying my plane 😢😕😦 #AmericanAirlines",negative,32.89772724,-97.03561645,American,Central Time (US & Canada)
@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!,positive,41.9774863,-87.90414419,American,Central Time (US & Canada)
"@AmericanAir @CineDrones I just wish that a team member would pick up the phone at this point, let alone be courteous or helpful 😳",negative,25.8058675,-80.1260541,American,Eastern Time (US & Canada)
@AmericanAir @carlw1980 I have followed and dm'd you. . . Please respond to my concern too. Really disappointed with customer service.,negative,25.8058666,-80.126062,American,Eastern Time (US & Canada)
@AmericanAir VERY upset that I cannot select seats for Tuesday flight online or over the phone. Terrible customer service :( Please help!,negative,25.8058656,-80.1260481,American,Eastern Time (US & Canada)
"@AmericanAir yes, for tomorrow at 9 am. But I have to work though 😒 I'm really mad about the situation",negative,35.23770686,-80.92243302,American,Mountain Time (US & Canada)
@AmericanAir this is awful customer service.,negative,34.02109254,-118.50287086,American,Eastern Time (US & Canada)
@AmericanAir finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?,negative,35.20493157,-80.92540817,American,Central Time (US & Canada)
@AmericanAir I have not. There's no option for even getting a call back!,negative,34.02148779,-118.50289643,American,Eastern Time (US & Canada)
@AmericanAir help us here !!! We are stuck here @jfk for more than 24hours! !we need to go home #flight919 #saveus,negative,40.64931132,-73.79263138,American,Brasilia
@AmericanAir sucks!! Teco teco #reclameaqui #TripAdvisor http://t.co/auGJsCmoLu,negative,40.64935461,-73.79198785,American,Brasilia
"@AmericanAir 's computer systems are down, can't leave without a flight plan! Any ETA, American air?",negative,35.2176668,-80.9426912,American,Central Time (US & Canada)
@AmericanAir @SentieriMelinda Any updates? It shouldn't take hours for assistance. I love @SouthwestAir,negative,40.46694635,-82.64579149,American,Eastern Time (US & Canada)
"@AmericanAir we are waiting flight 919 !
We are at JFK for about 24h !! #NewYork #919 #viracopos #AmericanAirlines http://t.co/3FheS0lPMU",negative,40.65062011,-73.79171323,American,Brasilia
@AmericanAir RDU Customer Service is awesome. Thanks! Give em all bonuses.,positive,35.87912533,-78.79162128,American,Pacific Time (US & Canada)
"@AmericanAir please fix your inventory system, Plat upgraded then bumped DOWN after boarding, FA said they made a mistake. AA45 3A➡️8C 😕",negative,40.64824535,-73.80141955,American,Pacific Time (US & Canada)
@AmericanAir Are you kidding? You don't think I've done that?? I've called dozens of times &amp; it tells me to call back &amp; hangs up.,negative,32.9760867,-96.53332214,American,Central Time (US & Canada)
@AmericanAir AA2416 on time and awesome flight. Great job American!,positive,25.79101279,-80.28861743,American,Eastern Time (US & Canada)
"@AmericanAir 245. I'm about to take off but one of your reps at a different gate was rude when I asked for assistance. Thanks, though.",negative,38.85482856,-77.04128223,American,Quito
@AmericanAir I got rebooked on on us airways by you guys but the flight I got won't work. Any help would be appreciated.,negative,47.24879409,-122.43874458,American,Eastern Time (US & Canada)
"@AmericanAir appreciate update. Have also appreciated our pilots effort to explain to us just now. Accurate, authoritative comms is vital.",positive,40.6474324,-73.7936881,American,Atlantic Time (Canada)
@AmericanAir The bad weather wasn't a surprise! You should have double/triple staff on hand to handle calls. Way to treat your customers.,negative,32.97609561,-96.53349238,American,Central Time (US & Canada)
"@americanair Greatest Newark Gate Agents ever: David Deane, Norma Sedholm and Luz Calderon just made me feel like a king. #AmericanAirlines",positive,40.68621427,-74.1793971,American,Eastern Time (US & Canada)
"@AmericanAir can you do anything to get #AA953 moving? Been almost 24 hrs and hundreds at jfk upset, tired and want to get to BA.",negative,40.80718573,-73.95477259,American,Quito
@AmericanAir more of the insane treatment by your customers,negative,38.5369071,-106.9349375,American,Eastern Time (US & Canada)
@AmericanAir is this how you let your employees treat your loyal customers? #attackingbabymomma #crazinessintherockies,negative,38.538038,-106.9370467,American,Eastern Time (US & Canada)
@AmericanAir fix the engine of flight AA3031so I don't spend all night in your airport so I can fly home tomorrow,negative,33.64199395,-84.44238523,American,Quito
@AmericanAir I have never on all my trips on any airline ever nat'l or int'l ever experienced anything like this!,negative,33.93939612,-118.38973148,American,Pacific Time (US & Canada)
@AmericanAir a friend is having flight Cancelled Flightlations out of LAX to CMH on Feb 23. Anyway to help her? 800 number has been no help,negative,40.46692522,-82.64567078,American,Eastern Time (US & Canada)
